Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife
0 days 00:56:45.013000,11,0 days 00:01:06.352000,7,"","",0 days 00:00:16.809000,0 days 00:00:29.277000,0 days 00:00:20.266000,311.0,244.0,283.0,310.0,soft,5.0
0 days 00:58:11.915000,11,0 days 00:01:26.902000,8,"","",0 days 00:00:19.265000,0 days 00:00:44.236000,0 days 00:00:23.401000,269.0,199.0,282.0,134.0,soft,6.0
0 days 00:59:30.414000,11,0 days 00:01:18.499000,9,"","",0 days 00:00:16.840000,0 days 00:00:37.991000,0 days 00:00:23.668000,301.0,213.0,283.0,224.0,soft,7.0
0 days 01:00:36.466000,11,0 days 00:01:06.052000,10,"","",0 days 00:00:16.709000,0 days 00:00:29.176000,0 days 00:00:20.167000,"",244.0,283.0,307.0,soft,8.0
0 days 01:02:03.376000,11,0 days 00:01:26.910000,11,"","",0 days 00:00:19.260000,0 days 00:00:43.632000,0 days 00:00:24.018000,267.0,211.0,284.0,186.0,soft,9.0
0 days 01:03:09.265000,11,0 days 00:01:05.889000,12,"","",0 days 00:00:16.688000,0 days 00:00:29.067000,0 days 00:00:20.134000,304.0,245.0,284.0,311.0,soft,10.0
0 days 01:04:29.039000,11,0 days 00:01:19.774000,13,"","",0 days 00:00:19.554000,0 days 00:00:36.631000,0 days 00:00:23.589000,283.0,186.0,283.0,265.0,soft,11.0
0 days 01:05:34.812000,11,0 days 00:01:05.773000,14,"","",0 days 00:00:16.731000,0 days 00:00:29.078000,0 days 00:00:19.964000,302.0,242.0,283.0,307.0,soft,12.0
0 days 01:06:59.140000,11,0 days 00:01:24.328000,15,"","",0 days 00:00:19.432000,0 days 00:00:38.754000,0 days 00:00:26.142000,268.0,218.0,282.0,241.0,soft,13.0
0 days 01:08:04.652000,11,0 days 00:01:05.512000,16,"","",0 days 00:00:16.629000,0 days 00:00:28.973000,0 days 00:00:19.910000,303.0,244.0,282.0,307.0,soft,14.0
0 days 01:09:26.625000,11,0 days 00:01:21.973000,17,"",0 days 01:09:23.187000,0 days 00:00:18.820000,0 days 00:00:34.135000,0 days 00:00:29.018000,282.0,188.0,"",259.0,soft,15.0
0 days 01:17:33.116000,11,"",18,0 days 01:16:18.076000,"","",0 days 00:00:32.712000,0 days 00:00:23.842000,280.0,234.0,285.0,299.0,hard,1.0
0 days 01:18:39.344000,11,0 days 00:01:06.228000,19,"","",0 days 00:00:16.639000,0 days 00:00:29.401000,0 days 00:00:20.188000,307.0,242.0,283.0,312.0,hard,2.0
0 days 01:19:56.009000,11,0 days 00:01:16.665000,20,"","",0 days 00:00:18.498000,0 days 00:00:35.159000,0 days 00:00:23.008000,270.0,200.0,283.0,239.0,hard,3.0
0 days 01:21:23.658000,11,0 days 00:01:27.649000,21,"",0 days 01:21:20.178000,0 days 00:00:16.570000,0 days 00:00:36.649000,0 days 00:00:34.430000,304.0,137.0,"",308.0,hard,4.0
0 days 01:29:08.928000,11,"",22,0 days 01:28:11.467000,"","",0 days 00:00:32.401000,0 days 00:00:23.037000,278.0,219.0,267.0,281.0,hard,5.0
0 days 01:30:18.273000,11,0 days 00:01:09.345000,23,"","",0 days 00:00:17.849000,0 days 00:00:30.527000,0 days 00:00:20.969000,280.0,233.0,272.0,287.0,hard,6.0
0 days 01:31:26.691000,11,0 days 00:01:08.418000,24,"","",0 days 00:00:17.323000,0 days 00:00:30.205000,0 days 00:00:20.890000,297.0,229.0,268.0,286.0,hard,7.0
0 days 01:32:35.187000,11,0 days 00:01:08.496000,25,"","",0 days 00:00:17.563000,0 days 00:00:30.131000,0 days 00:00:20.802000,285.0,231.0,274.0,292.0,hard,8.0
0 days 01:33:44.302000,11,0 days 00:01:09.115000,26,"","",0 days 00:00:17.381000,0 days 00:00:30.606000,0 days 00:00:21.128000,289.0,233.0,275.0,292.0,hard,9.0
0 days 01:34:53.479000,11,0 days 00:01:09.177000,27,"","",0 days 00:00:17.353000,0 days 00:00:30.705000,0 days 00:00:21.119000,301.0,234.0,279.0,312.0,hard,10.0
0 days 01:36:01.950000,11,0 days 00:01:08.471000,28,"","",0 days 00:00:17.082000,0 days 00:00:30.495000,0 days 00:00:20.894000,321.0,233.0,273.0,307.0,hard,11.0
0 days 01:37:12.295000,11,0 days 00:01:10.345000,29,"","",0 days 00:00:17.550000,0 days 00:00:31.209000,0 days 00:00:21.586000,289.0,195.0,271.0,294.0,hard,12.0
0 days 01:38:21.223000,11,0 days 00:01:08.928000,30,"","",0 days 00:00:17.463000,0 days 00:00:30.458000,0 days 00:00:21.007000,287.0,234.0,270.0,295.0,hard,13.0
0 days 01:39:29.885000,11,0 days 00:01:08.662000,31,"","",0 days 00:00:17.522000,0 days 00:00:30.272000,0 days 00:00:20.868000,288.0,234.0,271.0,294.0,hard,14.0
0 days 01:40:39.048000,11,0 days 00:01:09.163000,32,"","",0 days 00:00:17.473000,0 days 00:00:30.482000,0 days 00:00:21.208000,284.0,229.0,273.0,293.0,hard,15.0
0 days 01:41:48.211000,11,0 days 00:01:09.163000,33,"",0 days 01:41:48.211000,0 days 00:00:18.845000,"",0 days 00:00:21.208000,271.0,"",273.0,245.0,hard,16.0
0 days 00:14:08.513000,10,"",1,0 days 00:12:27.725000,0 days 00:14:05.029000,"",0 days 00:00:42.665000,0 days 00:00:37.707000,274.0,170.0,"",199.0,medium,1.0
0 days 00:39:41.846000,10,"",2,0 days 00:38:16.908000,"","",0 days 00:00:36.852000,0 days 00:00:27.692000,259.0,176.0,246.0,272.0,intermediate,1.0
0 days 00:41:09.305000,10,0 days 00:01:27.459000,3,"",0 days 00:41:05.865000,0 days 00:00:19.071000,0 days 00:00:36.412000,0 days 00:00:31.976000,273.0,183.0,"",293.0,intermediate,2.0
0 days 00:51:14.097000,10,"",4,0 days 00:49:52.431000,"","",0 days 00:00:35.168000,0 days 00:00:27.511000,281.0,193.0,274.0,273.0,medium,2.0
0 days 00:52:22.156000,10,0 days 00:01:08.059000,5,"","",0 days 00:00:17.253000,0 days 00:00:29.892000,0 days 00:00:20.914000,303.0,238.0,278.0,305.0,medium,3.0
0 days 00:53:47.965000,10,0 days 00:01:25.809000,6,"","",0 days 00:00:19.573000,0 days 00:00:39.025000,0 days 00:00:27.211000,244.0,202.0,277.0,274.0,medium,4.0
0 days 00:54:55.238000,10,0 days 00:01:07.273000,7,"","",0 days 00:00:17.099000,0 days 00:00:29.423000,0 days 00:00:20.751000,304.0,241.0,277.0,305.0,medium,5.0
0 days 00:56:29.819000,10,0 days 00:01:34.581000,8,"","",0 days 00:00:21.376000,0 days 00:00:45.439000,0 days 00:00:27.766000,184.0,171.0,278.0,253.0,medium,6.0
0 days 00:57:36.996000,10,0 days 00:01:07.177000,9,"","",0 days 00:00:17.035000,0 days 00:00:29.501000,0 days 00:00:20.641000,306.0,233.0,280.0,310.0,medium,7.0
0 days 00:59:07.045000,10,0 days 00:01:30.049000,10,"","",0 days 00:00:19.639000,0 days 00:00:45.913000,0 days 00:00:24.497000,262.0,182.0,278.0,206.0,medium,8.0
0 days 01:00:13.981000,10,0 days 00:01:06.936000,11,"","",0 days 00:00:17.087000,0 days 00:00:29.351000,0 days 00:00:20.498000,303.0,236.0,279.0,306.0,medium,9.0
0 days 01:01:45.986000,10,0 days 00:01:32.005000,12,"","",0 days 00:00:19.404000,0 days 00:00:47.918000,0 days 00:00:24.683000,230.0,184.0,278.0,126.0,medium,10.0
0 days 01:02:53.198000,10,0 days 00:01:07.212000,13,"","",0 days 00:00:17.025000,0 days 00:00:29.580000,0 days 00:00:20.607000,304.0,238.0,277.0,306.0,medium,11.0
0 days 01:04:10.779000,10,0 days 00:01:17.581000,14,"",0 days 01:04:07.368000,0 days 00:00:18.524000,0 days 00:00:32.691000,0 days 00:00:26.366000,260.0,220.0,"",266.0,medium,12.0
0 days 01:29:19.843000,10,"",15,0 days 01:27:46.935000,"","",0 days 00:00:39.967000,0 days 00:00:36.927000,282.0,173.0,182.0,288.0,medium,1.0
0 days 01:30:51.823000,10,0 days 00:01:31.980000,16,"","",0 days 00:00:22.122000,0 days 00:00:39.611000,0 days 00:00:30.247000,272.0,198.0,275.0,273.0,medium,2.0
0 days 01:31:59.077000,10,0 days 00:01:07.254000,17,"","",0 days 00:00:17.010000,0 days 00:00:29.460000,0 days 00:00:20.784000,306.0,238.0,279.0,308.0,medium,3.0
0 days 01:33:28.529000,10,0 days 00:01:29.452000,18,"","",0 days 00:00:21.379000,0 days 00:00:39.777000,0 days 00:00:28.296000,251.0,201.0,280.0,273.0,medium,4.0
0 days 01:34:35.161000,10,0 days 00:01:06.632000,19,"","",0 days 00:00:16.745000,0 days 00:00:29.423000,0 days 00:00:20.464000,309.0,237.0,282.0,311.0,medium,5.0
0 days 01:36:02.946000,10,0 days 00:01:27.785000,20,"","",0 days 00:00:21.853000,0 days 00:00:39.995000,0 days 00:00:25.937000,148.0,200.0,280.0,274.0,medium,6.0
0 days 01:37:09.350000,10,0 days 00:01:06.404000,21,"","",0 days 00:00:16.733000,0 days 00:00:29.251000,0 days 00:00:20.420000,308.0,238.0,281.0,311.0,medium,7.0
0 days 01:38:35.829000,10,0 days 00:01:26.479000,22,"",0 days 01:38:36.331000,0 days 00:00:19.388000,0 days 00:00:40.158000,0 days 00:00:26.933000,260.0,212.0,"",252.0,medium,8.0
0 days 01:40:12.020000,10,0 days 00:01:36.191000,23,0 days 01:38:52.517000,"",0 days 00:00:29.915000,0 days 00:00:35.811000,0 days 00:00:30.465000,269.0,162.0,242.0,279.0,medium,9.0
0 days 01:41:48.211000,10,0 days 00:01:36.191000,24,"",0 days 01:41:48.211000,0 days 00:00:21.602000,0 days 00:00:38.556000,0 days 00:00:30.465000,208.0,178.0,242.0,271.0,medium,10.0
0 days 00:12:15.811000,8,"",1,0 days 00:10:33.550000,0 days 00:12:09.899000,"",0 days 00:00:38.639000,0 days 00:00:40.716000,194.0,177.0,"",242.0,medium,1.0
0 days 00:35:26.254000,8,"",2,0 days 00:34:08.628000,"","",0 days 00:00:34.544000,0 days 00:00:24.189000,285.0,200.0,268.0,300.0,intermediate,1.0
0 days 00:37:02.260000,8,0 days 00:01:36.006000,3,"",0 days 00:36:58.721000,0 days 00:00:18.102000,0 days 00:00:42.228000,0 days 00:00:35.676000,302.0,168.0,"",202.0,intermediate,2.0
0 days 01:40:25.695000,8,"",4,0 days 01:39:15.509000,"","",0 days 00:00:31.092000,0 days 00:00:21.291000,297.0,227.0,277.0,299.0,medium,2.0
0 days 01:41:48.211000,8,"",5,"",0 days 01:41:48.211000,0 days 00:00:16.974000,0 days 00:00:37.645000,0 days 00:00:21.291000,306.0,167.0,277.0,208.0,medium,3.0
0 days 00:13:24.042000,7,"",1,0 days 00:11:49.820000,0 days 00:13:20.340000,"",0 days 00:00:38.564000,0 days 00:00:33.836000,255.0,205.0,"",289.0,hard,1.0
0 days 00:40:55.563000,7,"",2,0 days 00:39:35.565000,"","",0 days 00:00:34.819000,0 days 00:00:26.971000,286.0,195.0,270.0,293.0,intermediate,1.0
0 days 00:42:15.389000,7,0 days 00:01:19.826000,3,"",0 days 00:42:11.935000,0 days 00:00:17.824000,0 days 00:00:32.600000,0 days 00:00:29.402000,302.0,220.0,"",305.0,intermediate,2.0
0 days 00:48:01.165000,7,"",4,0 days 00:46:36.997000,"","",0 days 00:00:34.899000,0 days 00:00:29.378000,290.0,212.0,273.0,277.0,hard,2.0
0 days 00:49:11.104000,7,0 days 00:01:09.939000,5,"","",0 days 00:00:17.646000,0 days 00:00:30.803000,0 days 00:00:21.490000,310.0,236.0,279.0,311.0,hard,3.0
0 days 00:50:19.370000,7,0 days 00:01:08.266000,6,"","",0 days 00:00:17.087000,0 days 00:00:30.208000,0 days 00:00:20.971000,311.0,238.0,278.0,311.0,hard,4.0
0 days 00:51:27.327000,7,0 days 00:01:07.957000,7,"","",0 days 00:00:17.031000,0 days 00:00:30.101000,0 days 00:00:20.825000,310.0,237.0,280.0,309.0,hard,5.0
0 days 00:52:42.004000,7,0 days 00:01:14.677000,8,"","",0 days 00:00:16.937000,0 days 00:00:33.337000,0 days 00:00:24.403000,312.0,192.0,279.0,290.0,hard,6.0
0 days 00:53:49.365000,7,0 days 00:01:07.361000,9,"","",0 days 00:00:16.925000,0 days 00:00:29.826000,0 days 00:00:20.610000,311.0,237.0,282.0,312.0,hard,7.0
0 days 00:54:56.752000,7,0 days 00:01:07.387000,10,"","",0 days 00:00:16.901000,0 days 00:00:29.881000,0 days 00:00:20.605000,314.0,233.0,281.0,313.0,hard,8.0
0 days 00:56:19.622000,7,0 days 00:01:22.870000,11,"","",0 days 00:00:18.492000,0 days 00:00:39.642000,0 days 00:00:24.736000,249.0,195.0,277.0,209.0,hard,9.0
0 days 00:57:34.942000,7,0 days 00:01:15.320000,12,"","",0 days 00:00:19.854000,0 days 00:00:33.112000,0 days 00:00:22.354000,256.0,224.0,279.0,297.0,hard,10.0
0 days 00:58:50.800000,7,0 days 00:01:15.858000,13,"",0 days 00:58:47.427000,0 days 00:00:17.153000,0 days 00:00:31.246000,0 days 00:00:27.459000,310.0,226.0,"",312.0,hard,11.0
0 days 01:00:40.930000,7,0 days 00:01:50.130000,14,0 days 00:59:21.832000,0 days 01:00:37.638000,0 days 00:00:48.041000,0 days 00:00:34.034000,0 days 00:00:28.055000,289.0,213.0,"",280.0,hard,12.0
0 days 01:18:50.866000,7,"",15,0 days 01:17:29.068000,"","",0 days 00:00:39.897000,0 days 00:00:23.191000,263.0,211.0,281.0,294.0,medium,1.0
0 days 01:19:57.231000,7,0 days 00:01:06.365000,16,"","",0 days 00:00:16.788000,0 days 00:00:29.351000,0 days 00:00:20.226000,315.0,243.0,281.0,312.0,medium,2.0
0 days 01:21:36.954000,7,0 days 00:01:39.723000,17,"","",0 days 00:00:23.953000,0 days 00:00:51.268000,0 days 00:00:24.502000,131.0,183.0,279.0,110.0,medium,3.0
0 days 01:22:52.602000,7,0 days 00:01:15.648000,18,"","",0 days 00:00:18.847000,0 days 00:00:34.277000,0 days 00:00:22.524000,252.0,220.0,280.0,250.0,medium,4.0
0 days 01:23:59.237000,7,0 days 00:01:06.635000,19,"","",0 days 00:00:16.913000,0 days 00:00:29.360000,0 days 00:00:20.362000,310.0,232.0,279.0,310.0,medium,5.0
0 days 01:25:26.384000,7,0 days 00:01:27.147000,20,"",0 days 01:25:22.950000,0 days 00:00:21.880000,0 days 00:00:35.518000,0 days 00:00:29.749000,213.0,201.0,"",258.0,medium,6.0
0 days 01:33:58.439000,7,"",21,0 days 01:32:40.826000,"","",0 days 00:00:35.714000,0 days 00:00:24.185000,298.0,218.0,278.0,301.0,medium,7.0
0 days 01:35:16.352000,7,0 days 00:01:17.913000,22,"","",0 days 00:00:16.958000,0 days 00:00:35.854000,0 days 00:00:25.101000,311.0,210.0,280.0,312.0,medium,8.0
0 days 01:36:23.247000,7,0 days 00:01:06.895000,23,"","",0 days 00:00:16.857000,0 days 00:00:29.572000,0 days 00:00:20.466000,310.0,234.0,282.0,312.0,medium,9.0
0 days 01:37:39.381000,7,0 days 00:01:16.134000,24,"","",0 days 00:00:19.931000,0 days 00:00:32.944000,0 days 00:00:23.259000,253.0,222.0,280.0,279.0,medium,10.0
0 days 01:38:46.129000,7,0 days 00:01:06.748000,25,"","",0 days 00:00:16.833000,0 days 00:00:29.379000,0 days 00:00:20.536000,310.0,233.0,281.0,313.0,medium,11.0
0 days 01:40:17.170000,7,0 days 00:01:31.041000,26,"","",0 days 00:00:21.425000,0 days 00:00:39.664000,0 days 00:00:29.952000,228.0,210.0,268.0,153.0,medium,12.0
0 days 01:41:48.211000,7,0 days 00:01:31.041000,27,"",0 days 01:41:48.211000,0 days 00:00:19.850000,0 days 00:00:35.068000,0 days 00:00:29.952000,277.0,191.0,268.0,277.0,medium,13.0
0 days 00:13:29.414000,6,"",1,0 days 00:12:04.286000,0 days 00:13:26.030000,"",0 days 00:00:34.353000,0 days 00:00:29.643000,263.0,216.0,"",273.0,soft,1.0
0 days 00:36:38.140000,6,"",2,0 days 00:35:12.435000,"","",0 days 00:00:37.894000,0 days 00:00:26.531000,280.0,201.0,258.0,263.0,intermediate,1.0
0 days 00:38:04.375000,6,0 days 00:01:26.235000,3,"",0 days 00:38:01.027000,0 days 00:00:19.697000,0 days 00:00:35.542000,0 days 00:00:30.996000,282.0,192.0,"",288.0,intermediate,2.0
0 days 00:50:56.634000,6,"",4,0 days 00:49:31.403000,"","",0 days 00:00:37.374000,0 days 00:00:24.727000,258.0,209.0,274.0,298.0,soft,2.0
0 days 00:52:05.678000,6,0 days 00:01:09.044000,5,"","",0 days 00:00:17.260000,0 days 00:00:30.534000,0 days 00:00:21.250000,299.0,239.0,277.0,306.0,soft,3.0
0 days 00:53:26.210000,6,0 days 00:01:20.532000,6,"","",0 days 00:00:19.275000,0 days 00:00:37.094000,0 days 00:00:24.163000,265.0,195.0,277.0,265.0,soft,4.0
0 days 00:54:34.698000,6,0 days 00:01:08.488000,7,"","",0 days 00:00:17.036000,0 days 00:00:30.486000,0 days 00:00:20.966000,298.0,239.0,277.0,304.0,soft,5.0
0 days 00:56:10.721000,6,0 days 00:01:36.023000,8,"","",0 days 00:00:19.715000,0 days 00:00:41.515000,0 days 00:00:34.793000,244.0,147.0,278.0,252.0,soft,6.0
0 days 00:57:18.717000,6,0 days 00:01:07.996000,9,"","",0 days 00:00:17.050000,0 days 00:00:30.260000,0 days 00:00:20.686000,299.0,241.0,282.0,306.0,soft,7.0
0 days 00:58:49.068000,6,0 days 00:01:30.351000,10,"","",0 days 00:00:19.814000,0 days 00:00:41.265000,0 days 00:00:29.272000,261.0,200.0,273.0,266.0,soft,8.0
0 days 00:59:56.397000,6,0 days 00:01:07.329000,11,"","",0 days 00:00:17.126000,0 days 00:00:29.730000,0 days 00:00:20.473000,309.0,242.0,278.0,308.0,soft,9.0
0 days 01:01:19.302000,6,0 days 00:01:22.905000,12,"","",0 days 00:00:19.470000,0 days 00:00:38.195000,0 days 00:00:25.240000,260.0,192.0,279.0,264.0,soft,10.0
0 days 01:02:26.208000,6,0 days 00:01:06.906000,13,"","",0 days 00:00:16.912000,0 days 00:00:29.543000,0 days 00:00:20.451000,306.0,241.0,277.0,308.0,soft,11.0
0 days 01:03:58.751000,6,0 days 00:01:32.543000,14,"",0 days 01:03:55.489000,0 days 00:00:21.027000,0 days 00:00:42.839000,0 days 00:00:28.677000,238.0,114.0,"",179.0,soft,12.0
0 days 01:05:56.320000,6,0 days 00:01:57.569000,15,0 days 01:04:21.239000,0 days 01:05:53.018000,0 days 00:00:41.661000,0 days 00:00:45.623000,0 days 00:00:30.285000,303.0,152.0,"",179.0,soft,13.0
0 days 01:24:11.474000,6,"",16,0 days 01:22:51.306000,"","",0 days 00:00:34.565000,0 days 00:00:23.360000,285.0,222.0,268.0,285.0,medium,1.0
0 days 01:25:19.597000,6,0 days 00:01:08.123000,17,"","",0 days 00:00:17.447000,0 days 00:00:30.028000,0 days 00:00:20.648000,299.0,239.0,278.0,302.0,medium,2.0
0 days 01:26:48.780000,6,0 days 00:01:29.183000,18,"","",0 days 00:00:20.429000,0 days 00:00:41.186000,0 days 00:00:27.568000,259.0,210.0,279.0,193.0,medium,3.0
0 days 01:27:56.254000,6,0 days 00:01:07.474000,19,"","",0 days 00:00:16.932000,0 days 00:00:30.035000,0 days 00:00:20.507000,300.0,241.0,283.0,304.0,medium,4.0
0 days 01:29:28.359000,6,0 days 00:01:32.105000,20,"","",0 days 00:00:20.776000,0 days 00:00:41.884000,0 days 00:00:29.445000,263.0,192.0,277.0,249.0,medium,5.0
0 days 01:30:35.629000,6,0 days 00:01:07.270000,21,"","",0 days 00:00:16.973000,0 days 00:00:29.864000,0 days 00:00:20.433000,301.0,240.0,281.0,306.0,medium,6.0
0 days 01:32:01.712000,6,0 days 00:01:26.083000,22,"","",0 days 00:00:19.571000,0 days 00:00:40.361000,0 days 00:00:26.151000,253.0,132.0,280.0,245.0,medium,7.0
0 days 01:33:08.676000,6,0 days 00:01:06.964000,23,"","",0 days 00:00:16.777000,0 days 00:00:29.714000,0 days 00:00:20.473000,303.0,240.0,280.0,305.0,medium,8.0
0 days 01:34:18.443000,6,0 days 00:01:09.767000,24,"","",0 days 00:00:17.516000,0 days 00:00:30.927000,0 days 00:00:21.324000,281.0,228.0,268.0,287.0,medium,9.0
0 days 01:35:31.768000,6,0 days 00:01:13.325000,25,"","",0 days 00:00:17.785000,0 days 00:00:34.058000,0 days 00:00:21.482000,"",231.0,271.0,287.0,medium,10.0
0 days 01:36:40.741000,6,0 days 00:01:08.973000,26,"","",0 days 00:00:17.522000,0 days 00:00:30.411000,0 days 00:00:21.040000,299.0,230.0,264.0,286.0,medium,11.0
0 days 01:37:50.126000,6,0 days 00:01:09.385000,27,"","",0 days 00:00:17.831000,0 days 00:00:30.524000,0 days 00:00:21.030000,275.0,229.0,273.0,281.0,medium,12.0
0 days 01:38:59.901000,6,0 days 00:01:09.775000,28,"","",0 days 00:00:17.428000,0 days 00:00:31.125000,0 days 00:00:21.222000,281.0,222.0,271.0,287.0,medium,13.0
0 days 01:40:13.744000,6,0 days 00:01:13.843000,29,"","",0 days 00:00:17.634000,0 days 00:00:31.428000,0 days 00:00:24.781000,280.0,209.0,262.0,289.0,medium,14.0
0 days 01:41:48.211000,6,"",30,"",0 days 01:41:48.211000,0 days 00:00:20.993000,0 days 00:00:34.394000,0 days 00:00:24.781000,263.0,203.0,262.0,264.0,medium,15.0
0 days 00:12:19.315000,5,"",1,0 days 00:10:48.231000,0 days 00:12:15.871000,"",0 days 00:00:37.785000,0 days 00:00:32.472000,253.0,196.0,"",255.0,medium,1.0
0 days 00:33:57.090000,5,"",2,0 days 00:32:28.420000,"","",0 days 00:00:40.001000,0 days 00:00:28.404000,242.0,173.0,251.0,199.0,intermediate,1.0
0 days 00:35:24.880000,5,0 days 00:01:27.790000,3,"",0 days 00:35:21.471000,0 days 00:00:19.506000,0 days 00:00:37.064000,0 days 00:00:31.220000,247.0,173.0,"",243.0,intermediate,2.0
0 days 00:47:42.429000,5,"",4,0 days 00:46:23.983000,"","",0 days 00:00:36.341000,0 days 00:00:22.496000,276.0,219.0,275.0,198.0,medium,2.0
0 days 00:48:50.257000,5,0 days 00:01:07.828000,5,"","",0 days 00:00:17.160000,0 days 00:00:29.958000,0 days 00:00:20.710000,302.0,239.0,278.0,301.0,medium,3.0
0 days 00:49:57.620000,5,0 days 00:01:07.363000,6,"","",0 days 00:00:16.921000,0 days 00:00:29.935000,0 days 00:00:20.507000,"",241.0,278.0,301.0,medium,4.0
0 days 00:51:22.538000,5,0 days 00:01:24.918000,7,"","",0 days 00:00:20.233000,0 days 00:00:40.861000,0 days 00:00:23.824000,232.0,170.0,278.0,209.0,medium,5.0
0 days 00:52:28.881000,5,0 days 00:01:06.343000,8,"","",0 days 00:00:16.845000,0 days 00:00:29.412000,0 days 00:00:20.086000,304.0,241.0,280.0,305.0,medium,6.0
0 days 00:54:02.460000,5,0 days 00:01:33.579000,9,"","",0 days 00:00:22.608000,0 days 00:00:42.940000,0 days 00:00:28.031000,211.0,201.0,279.0,115.0,medium,7.0
0 days 00:55:19.076000,5,0 days 00:01:16.616000,10,"","",0 days 00:00:17.923000,0 days 00:00:32.451000,0 days 00:00:26.242000,289.0,220.0,280.0,279.0,medium,8.0
0 days 00:56:25.606000,5,0 days 00:01:06.530000,11,"","",0 days 00:00:16.698000,0 days 00:00:29.613000,0 days 00:00:20.219000,311.0,243.0,280.0,305.0,medium,9.0
0 days 00:57:57.920000,5,0 days 00:01:32.314000,12,"",0 days 00:57:53.462000,0 days 00:00:17.799000,0 days 00:00:39.507000,0 days 00:00:35.008000,238.0,158.0,"",198.0,medium,10.0
0 days 01:00:14.894000,5,0 days 00:02:16.974000,13,0 days 00:58:45.189000,0 days 01:00:11.499000,0 days 00:01:07.326000,0 days 00:00:37.454000,0 days 00:00:32.194000,210.0,208.0,"",198.0,medium,11.0
0 days 01:09:29.317000,5,"",14,0 days 01:08:13.809000,"","",0 days 00:00:33.985000,0 days 00:00:22.733000,277.0,204.0,280.0,288.0,medium,1.0
0 days 01:10:35.461000,5,0 days 00:01:06.144000,15,"","",0 days 00:00:16.867000,0 days 00:00:29.273000,0 days 00:00:20.004000,302.0,244.0,279.0,303.0,medium,2.0
0 days 01:11:59.403000,5,0 days 00:01:23.942000,16,"","",0 days 00:00:20.967000,0 days 00:00:37.818000,0 days 00:00:25.157000,207.0,184.0,276.0,217.0,medium,3.0
0 days 01:13:13.615000,5,0 days 00:01:14.212000,17,"","",0 days 00:00:17.045000,0 days 00:00:34.331000,0 days 00:00:22.836000,301.0,212.0,278.0,228.0,medium,4.0
0 days 01:14:19.741000,5,0 days 00:01:06.126000,18,"","",0 days 00:00:16.846000,0 days 00:00:29.223000,0 days 00:00:20.057000,303.0,244.0,278.0,302.0,medium,5.0
0 days 01:15:44.751000,5,0 days 00:01:25.010000,19,"","",0 days 00:00:19.245000,0 days 00:00:38.642000,0 days 00:00:27.123000,227.0,178.0,277.0,241.0,medium,6.0
0 days 01:16:50.828000,5,0 days 00:01:06.077000,20,"","",0 days 00:00:16.897000,0 days 00:00:29.154000,0 days 00:00:20.026000,303.0,242.0,280.0,304.0,medium,7.0
0 days 01:18:12.319000,5,0 days 00:01:21.491000,21,"","",0 days 00:00:19.483000,0 days 00:00:37.541000,0 days 00:00:24.467000,211.0,186.0,278.0,249.0,medium,8.0
0 days 01:19:18.424000,5,0 days 00:01:06.105000,22,"","",0 days 00:00:16.955000,0 days 00:00:29.225000,0 days 00:00:19.925000,300.0,244.0,280.0,301.0,medium,9.0
0 days 01:20:44.095000,5,0 days 00:01:25.671000,23,"",0 days 01:20:40.680000,0 days 00:00:18.183000,0 days 00:00:35.244000,0 days 00:00:32.244000,243.0,200.0,"",198.0,medium,10.0
0 days 01:32:18.555000,5,"",24,0 days 01:30:59.628000,0 days 01:32:13.873000,"",0 days 00:00:32.540000,0 days 00:00:28.133000,279.0,221.0,"",284.0,medium,11.0
0 days 01:33:59.203000,5,0 days 00:01:40.648000,25,0 days 01:32:48.849000,"",0 days 00:00:47.869000,0 days 00:00:31.214000,0 days 00:00:21.565000,283.0,230.0,273.0,285.0,medium,12.0
0 days 01:35:08.649000,5,0 days 00:01:09.446000,26,"","",0 days 00:00:17.548000,0 days 00:00:30.657000,0 days 00:00:21.241000,297.0,233.0,268.0,293.0,medium,13.0
0 days 01:36:21.183000,5,0 days 00:01:12.534000,27,"","",0 days 00:00:17.621000,0 days 00:00:33.306000,0 days 00:00:21.607000,289.0,220.0,269.0,285.0,medium,14.0
0 days 01:37:30.455000,5,0 days 00:01:09.272000,28,"","",0 days 00:00:17.515000,0 days 00:00:30.625000,0 days 00:00:21.132000,291.0,234.0,268.0,293.0,medium,15.0
0 days 01:38:40.034000,5,0 days 00:01:09.579000,29,"","",0 days 00:00:17.671000,0 days 00:00:30.788000,0 days 00:00:21.120000,287.0,233.0,268.0,287.0,medium,16.0
0 days 01:39:49.140000,5,0 days 00:01:09.106000,30,"","",0 days 00:00:17.591000,0 days 00:00:30.550000,0 days 00:00:20.965000,290.0,232.0,268.0,290.0,medium,17.0
0 days 01:40:00.972000,5,0 days 00:01:47.239000,31,"","",0 days 00:00:17.580000,0 days 00:00:40.417000,0 days 00:00:49.242000,293.0,119.0,57.0,171.0,medium,18.0
0 days 01:41:48.211000,5,0 days 00:01:47.239000,32,"",0 days 01:41:48.211000,"","",0 days 00:00:49.242000,"","",57.0,"",medium,19.0
